Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8903728,8670,Apartment,Apartment,"€150,000",for sale,1,0,0,0,0,0,0,0,0,0
8938039,8434,Apartment,Apartment,"€850,000",for sale,4,196,0,0,0,0,Yes,0,0,0
8937995,3590,Apartment,Apartment,"€214,368",for sale,2,82,Installed,0,0,0,0,0,0,0
8937994,3590,Apartment,Apartment,"€206,101",for sale,2,82,Installed,0,0,0,0,0,0,0
8937993,3590,Apartment,Apartment,"€206,200",for sale,2,82,Installed,0,0,0,0,0,0,0
8846860,1800,Apartment,Apartment,"€305,000",for sale,3,0,0,0,0,0,0,0,0,0
8937972,8900,Apartment,Apartment,"€339,000",for sale,3,0,0,0,0,0,0,0,0,As new
8937822,1080,Apartment,Apartment,"€239,000",for sale,2,109,0,0,0,0,0,0,0,Good
8937821,1348,Apartment,Apartment,"€583,956",for sale,3,153,0,0,0,0,0,0,0,Just renovated
8937820,1348,Apartment,Apartment,"€559,431",for sale,3,161,0,0,0,0,0,4,0,Just renovated
8937797,9000,Apartment,Apartment,"€313,000",for sale,2,100,0,0,0,0,0,0,0,0
8937796,9230,Apartment,Apartment,"€270,000",for sale,2,77,0,0,0,0,0,0,0,0
8937795,9230,Apartment,Apartment,"€295,000",for sale,3,106,0,0,0,0,0,0,0,0
8937794,9230,Apartment,Apartment,"€255,000",for sale,2,76,0,0,0,0,0,0,0,0
8937793,9000,Apartment,Apartment,"€313,000",for sale,3,118,0,0,0,0,0,0,0,0
8882661,8620,Apartment,Apartment,"€345,000",for sale,2,82,0,0,0,0,Yes,0,0,0
8937786,8200,Apartment,Apartment,"€425,000",for sale,2,0,0,0,0,0,0,0,0,0
8937779,8300,Apartment,Apartment,"€595,000",for sale,2,88,Installed,0,0,0,0,2,0,Just renovated
8937777,1040,Apartment,Apartment,"€219,000",for sale,1,65,USA semi equipped,0,0,0,0,0,0,Good
8937775,1731,Apartment,Apartment,"€165,000",for sale,2,70,Semi equipped,0,0,0,0,0,0,As new
8937767,8310,Apartment,Apartment,"€215,000",for sale,3,100,0,0,0,0,0,0,0,0
8937759,8400,Apartment,Apartment,"€90,000",for sale,2,0,0,0,0,0,0,0,0,Good
8937745,9051,Apartment,Apartment,"€445,000",for sale,3,160,Installed,0,0,0,0,2,0,0
8937738,1030,Apartment,Apartment,"€132,000",for sale,1,65,Semi equipped,0,0,0,0,0,0,0
8937710,1070,Apartment,Apartment,"€295,000",for sale,2,103,0,0,0,0,0,0,0,0
8937684,9960,Apartment,Apartment,"€295,000",for sale,3,107,Hyper equipped,0,0,15,0,1,0,As new
8891745,2830,Apartment,Apartment,"€185,000",for sale,2,90,Installed,0,0,0,Yes,2,0,Good
8891737,8400,Apartment,Apartment,"€192,000",for sale,2,78,Installed,0,0,0,0,2,0,Good
8937636,2018,Apartment,Apartment,"€299,000",for sale,3,141,Semi equipped,0,0,6,0,0,0,Good
8937670,9000,Apartment,Apartment,"€212,500",for sale,1,55,Installed,0,0,0,0,0,0,Good
8937669,9000,Apartment,Apartment,"€395,000",for sale,2,155,Installed,0,0,0,150,0,0,Good
8937668,9000,Apartment,Apartment,"€285,000",for sale,2,95,Installed,0,0,0,0,0,0,Good
8937660,8300,Apartment,Apartment,"€329,000",for sale,1,54,Installed,0,0,0,Yes,0,0,Good
8937644,9500,Apartment,Apartment,"€175,000",for sale,2,75,0,0,0,0,0,0,0,Good
8937589,9040,Apartment,Apartment,"€250,000",for sale,2,75,0,0,0,0,0,0,0,Just renovated
8937624,1000,Apartment,Apartment,"€299,000",for sale,1,60,USA hyper equipped,0,0,0,0,0,0,Just renovated
8937609,8310,Apartment,Apartment,"€183,500",for sale,2,0,0,0,0,0,0,2,0,0
8937595,2660,Apartment,Apartment,"€215,000",for sale,2,105,0,0,0,0,0,0,0,As new
8937574,4500,Apartment,Apartment,"€169,000",for sale,2,95,Installed,0,0,0,0,0,0,0
8937572,9000,Apartment,Apartment,"€239,000",for sale,1,60,Installed,0,0,0,0,0,0,Just renovated
8937559,2160,Apartment,Apartment,"€264,000",for sale,1,85,Installed,0,0,0,Yes,0,0,0
8937564,9000,Apartment,Apartment,"€250,000",for sale,2,77,Installed,0,0,14,0,0,0,Good
8937553,1800,Apartment,Apartment,"€267,500",for sale,2,104,Installed,0,0,Yes,0,3,0,As new
8937544,4053,Apartment,Apartment,"€432,000",for sale,3,146,Not installed,0,0,51,0,0,0,0
8937512,1348,Apartment,Apartment,"€559,430",for sale,3,161,0,0,0,0,0,0,0,As new
8937486,7100,Apartment,Apartment,"€100,000",for sale,1,0,0,0,0,0,0,0,0,0
8935291,2100,Apartment,Apartment,"€179,500",for sale,2,95,Semi equipped,0,0,0,0,0,0,0
8861903,1020,Apartment,Apartment,"€360,000",for sale,2,125,Hyper equipped,0,0,0,0,0,0,0
8937464,1180,Apartment,Apartment,"€2,250,000",for sale,4,280,0,0,0,34,0,0,0,0
8937458,1050,Apartment,Apartment,"€950,000",for sale,3,239,Hyper equipped,0,0,0,0,3,0,As new
8937454,4210,Apartment,Apartment,"€299,000",for sale,3,155,Installed,0,0,0,0,0,0,As new
8937445,1348,Apartment,Apartment,"€511,932",for sale,2,127,USA installed,0,0,0,0,4,0,Just renovated
8937444,1348,Apartment,Apartment,"€591,956",for sale,3,152,0,0,0,0,0,4,0,Just renovated
7946041,1140,Apartment,Apartment,"€275,000",for sale,3,115,0,0,0,0,0,0,0,0
8937414,2930,Apartment,Apartment,"€250,000",for sale,2,105,Installed,0,0,0,0,0,0,Just renovated
8937410,1080,Apartment,Apartment,"€149,000",for sale,1,55,Installed,0,0,0,0,0,0,Good
8937417,1410,Apartment,Apartment,"€327,000",for sale,2,85,0,0,0,16,0,4,0,Good
8937413,1180,Apartment,Apartment,"€495,000",for sale,3,142,Hyper equipped,0,0,0,0,0,0,0
8937411,6880,Apartment,Apartment,"€249,900",for sale,3,130,0,0,0,11,0,0,0,As new
8937391,1180,Apartment,Apartment,"€196,000",for sale,1,70,Semi equipped,0,0,0,0,0,0,Good
8937380,8300,Apartment,Apartment,"€990,000",for sale,2,98,Hyper equipped,0,0,0,0,0,0,As new
8937379,1081,Apartment,Apartment,"€150,000",for sale,1,63,Not installed,0,0,0,0,0,0,0
8937378,1081,Apartment,Apartment,"€195,000",for sale,3,112,Not installed,0,0,0,0,2,0,0
8937362,7500,Apartment,Apartment,"€120,000",for sale,2,68,0,0,0,0,0,0,0,0
8937348,9000,Apartment,Apartment,"€311,000",for sale,0,0,Semi equipped,0,0,0,0,0,0,0
8937328,8370,Apartment,Apartment,"€155,000",for sale,3,80,Installed,0,0,0,0,0,0,0
8857100,2100,Apartment,Apartment,"€229,000",for sale,2,103,Hyper equipped,0,0,0,0,2,0,0
8937288,1700,Apartment,Apartment,"€275,000",for sale,3,115,USA hyper equipped,0,0,0,0,0,0,0
8937286,1083,Apartment,Apartment,"€255,000",for sale,3,125,Installed,0,0,0,0,0,0,0
8937284,4020,Apartment,Apartment,"€150,000",for sale,1,60,0,0,0,0,0,0,0,Good
8937283,1120,Apartment,Apartment,"€325,000",for sale,3,100,Installed,0,0,0,0,4,0,0
8826739,3010,Apartment,Apartment,"€265,000",for sale,3,0,Installed,0,0,0,0,0,0,Just renovated
8937197,6880,Apartment,Apartment,"€181,100",for sale,2,91,0,0,0,0,0,0,0,As new
8937182,7000,Apartment,Apartment,"€170,000",for sale,3,111,Hyper equipped,0,0,12,0,3,0,As new
8937159,7000,Apartment,Apartment,"€145,000",for sale,2,82,Hyper equipped,0,0,9,0,3,0,As new
8937149,1370,Apartment,Apartment,"€250,000",for sale,2,75,0,0,0,0,0,0,0,0
8937099,1200,Apartment,Apartment,"€498,000",for sale,3,135,USA hyper equipped,0,0,0,0,2,0,As new
8937063,1200,Apartment,Apartment,"€435,000",for sale,3,140,Installed,0,0,0,0,0,0,Good
8937040,1348,Apartment,Apartment,"€143,500",for sale,1,60,0,0,0,0,0,0,0,0
8937030,6032,Apartment,Apartment,"€99,000",for sale,2,85,Installed,0,0,0,0,0,0,0
8937027,1730,Apartment,Apartment,"€220,000",for sale,2,0,0,0,0,0,0,2,0,0
8937022,1080,Apartment,Apartment,"€180,000",for sale,1,58,USA installed,0,0,0,0,0,0,Good
8933848,1180,Apartment,Apartment,"€295,000",for sale,2,92,Installed,0,0,0,0,0,0,0
8774114,3200,Apartment,Apartment,"€255,000",for sale,2,98,Installed,0,0,0,0,0,0,0
8937000,1180,Apartment,Apartment,"€665,000",for sale,4,180,Hyper equipped,0,0,0,0,3,0,Just renovated
8936953,1140,Apartment,Apartment,"€250,000",for sale,2,85,Installed,0,0,0,0,0,0,Good
8936971,1040,Apartment,Apartment,"€575,000",for sale,3,180,USA hyper equipped,0,0,0,0,0,0,As new
8936959,8400,Apartment,Apartment,"€275,000",for sale,2,104,Installed,0,0,10,0,0,0,As new
8936956,4520,Apartment,Apartment,"€159,000",for sale,2,95,Installed,0,0,0,0,0,0,To be done up
8936908,8430,Apartment,Apartment,"€168,000",for sale,1,60,Installed,0,0,1,1,0,0,As new
8936903,1000,Apartment,Apartment,"€1,475,000",for sale,5,331,Installed,0,0,35,0,0,0,Good
8936887,1000,Apartment,Apartment,"€319,000",for sale,2,95,Hyper equipped,0,0,0,0,2,0,As new
8936877,9000,Apartment,Apartment,"Reserve price : €150,000",for sale,1,0,Installed,0,0,0,0,0,0,0
8936846,8550,Apartment,Apartment,"€235,000",for sale,2,0,Installed,0,0,0,0,0,0,As new
8936839,9450,Apartment,Apartment,"€220,000",for sale,2,0,Installed,0,0,0,0,0,0,As new
8781172,3980,Apartment,Apartment,"€265,000",for sale,3,149,Hyper equipped,0,0,0,0,0,0,0
8936822,8930,Apartment,Apartment,"€130,000",for sale,2,108,Installed,0,0,0,0,0,0,Good
8936774,8300,Apartment,Apartment,"€665,000",for sale,3,110,0,0,0,0,0,2,0,Good
8936764,8370,Apartment,Apartment,"€550,000",for sale,2,95,Installed,0,0,0,Yes,0,0,As new
8936763,8370,Apartment,Apartment,"€165,000",for sale,3,80,0,0,0,0,0,0,0,To renovate
8812477,8450,Apartment,Apartment,"€195,000",for sale,2,94,Installed,0,0,0,0,2,0,Good
8936755,8450,Apartment,Apartment,"€179,500",for sale,2,83,Installed,0,0,0,0,0,0,Good
8936752,8400,Apartment,Apartment,"€299,000",for sale,3,135,Installed,0,0,0,0,0,0,Good
8936751,9140,Apartment,Apartment,"€425,000",for sale,2,104,Installed,0,0,0,Yes,2,0,Good
8415672,1180,Apartment,Apartment,"€2,250,000",for sale,3,280,Installed,0,0,0,Yes,0,0,0
8936730,1000,Apartment,Apartment,"€295,000",for sale,2,88,Hyper equipped,0,0,5,0,0,0,Good
8936728,1770,Apartment,Apartment,"€220,000",for sale,2,90,Installed,0,0,0,0,2,0,0
8905668,2140,Apartment,Apartment,"€168,000",for sale,1,74,Installed,0,0,0,0,0,0,0
8936636,2000,Apartment,Apartment,"€339,000",for sale,2,85,0,0,0,0,0,0,0,0
8602089,4000,Apartment,Apartment,"€150,000",for sale,2,84,USA installed,0,0,6,0,2,0,Good
8936597,1040,Apartment,Apartment,"€298,000",for sale,2,70,0,0,0,0,Yes,2,0,Good
8933631,1140,Apartment,Apartment,"€340,000",for sale,2,110,Hyper equipped,0,0,14,Yes,0,0,As new
8936575,1030,Apartment,Apartment,"€259,000",for sale,2,100,Semi equipped,0,0,0,0,2,0,To renovate
8936574,1050,Apartment,Apartment,"€345,000",for sale,1,65,Hyper equipped,0,0,0,0,0,0,0
8936573,1030,Apartment,Apartment,"€430,000",for sale,2,135,Hyper equipped,0,0,0,0,0,0,As new
8936571,1000,Apartment,Apartment,"€279,000",for sale,1,70,USA installed,0,0,0,0,0,0,As new
8936564,7700,Apartment,Apartment,"€145,000",for sale,1,76,0,0,0,0,0,0,0,0
8936563,7700,Apartment,Apartment,"€145,000",for sale,1,80,0,0,0,0,0,0,0,0
8936562,7700,Apartment,Apartment,"€169,900",for sale,2,100,0,0,0,0,0,0,0,0
8888038,1030,Apartment,Apartment,"€215,000",for sale,1,65,Installed,0,0,0,0,0,0,Good
8616799,5000,Apartment,Apartment,"€150,000",for sale,3,85,Installed,0,0,0,0,0,0,0
8936544,1140,Apartment,Apartment,"€430,000",for sale,2,135,Hyper equipped,0,0,0,0,0,0,As new
8936541,9000,Apartment,Apartment,"€379,000",for sale,2,93,Installed,0,0,0,0,4,0,As new
8936537,1180,Apartment,Apartment,"€499,000",for sale,3,170,Installed,0,0,0,0,2,0,0
8936531,5590,Apartment,Apartment,"€239,000",for sale,3,142,0,0,0,0,Yes,0,0,0
8936530,1090,Apartment,Apartment,"€200,000",for sale,3,106,Hyper equipped,0,0,0,0,0,0,0
8936515,5000,Apartment,Apartment,"€289,000",for sale,2,106,0,0,0,0,0,0,0,0
8936512,5000,Apartment,Apartment,"€239,000",for sale,2,85,0,0,0,0,0,0,0,0
8662123,8000,Apartment,Apartment,"€214,500",for sale,3,104,Installed,0,0,4,0,0,0,0
8847281,8434,Apartment,Apartment,"€231,000",for sale,2,80,0,0,0,5,0,2,0,As new
8936478,7080,Apartment,Apartment,"€175,000",for sale,3,112,Installed,0,0,0,0,2,0,0
8896349,1030,Apartment,Apartment,"€215,000",for sale,2,0,Installed,0,0,0,0,4,0,Good
8936402,2300,Apartment,Apartment,"€215,000",for sale,2,125,Installed,0,0,0,0,2,0,As new
8936408,2800,Apartment,Apartment,"€247,000",for sale,1,84,Hyper equipped,0,0,9,0,0,0,0
8936403,1070,Apartment,Apartment,"€135,000",for sale,1,51,Not installed,0,0,0,0,0,0,0
8936386,7100,Apartment,Apartment,"€260,000",for sale,3,162,Installed,0,0,0,0,0,0,As new
8851733,1000,Apartment,Apartment,"€220,000",for sale,2,73,Installed,0,0,2,0,0,0,As new
8804501,1050,Apartment,Apartment,"€255,000",for sale,2,86,0,0,0,0,0,0,0,Good
8936384,2800,Apartment,Apartment,"€388,000",for sale,3,131,Hyper equipped,0,0,22,Yes,0,0,0
8936382,3500,Apartment,Apartment,"€239,000",for sale,2,90,Installed,0,0,0,0,0,0,Good
8936374,5100,Apartment,Apartment,"€289,000",for sale,2,115,Hyper equipped,0,0,7,100,2,0,As new
8936370,1150,Apartment,Apartment,"€355,000",for sale,2,100,Semi equipped,0,0,0,0,0,0,0
8463435,8400,Apartment,Apartment,"€95,000",for sale,1,0,0,0,0,0,0,0,0,0
8889036,1050,Apartment,Apartment,"€420,000",for sale,2,116,Installed,0,0,0,0,0,0,0
8936353,2800,Apartment,Apartment,"€238,000",for sale,1,82,Hyper equipped,0,0,6,0,0,0,0
8936298,2800,Apartment,Apartment,"€299,000",for sale,2,96,Hyper equipped,0,0,10,0,0,0,0
8922520,2930,Apartment,Apartment,"€239,000",for sale,2,82,Installed,0,0,0,Yes,0,0,0
8824726,3080,Apartment,Apartment,"€375,000",for sale,2,92,Hyper equipped,0,0,0,0,0,0,As new
8936229,2220,Apartment,Apartment,"€285,000",for sale,2,85,Hyper equipped,0,0,0,0,2,0,As new
8936201,3500,Apartment,Apartment,"€439,000",for sale,3,130,USA hyper equipped,0,0,0,0,0,0,As new
8936196,1400,Apartment,Apartment,"€245,000",for sale,2,104,Installed,0,0,0,0,0,0,As new
8778364,1860,Apartment,Apartment,"€498,000",for sale,2,140,Hyper equipped,0,0,0,200,2,0,As new
8936193,5060,Apartment,Apartment,"€217,000",for sale,3,103,0,0,0,0,0,0,0,As new
8936192,5590,Apartment,Apartment,"€154,000",for sale,1,52,0,0,0,0,0,2,0,As new
8936190,7000,Apartment,Apartment,"€229,000",for sale,2,95,0,0,0,0,0,0,0,0
8936189,7000,Apartment,Apartment,"€380,000",for sale,3,127,0,0,0,0,0,0,0,0
8936166,8770,Apartment,Apartment,"€169,000",for sale,2,95,Installed,0,0,0,0,2,0,Good
8936139,1190,Apartment,Apartment,"€175,000",for sale,1,75,Semi equipped,0,0,0,0,0,0,Good
8936126,2170,Apartment,Apartment,"€175,000",for sale,3,93,Hyper equipped,0,0,0,0,2,0,0
8936074,1180,Apartment,Apartment,"€379,000",for sale,3,141,Hyper equipped,0,0,0,0,0,0,Just renovated
8936073,6000,Apartment,Apartment,"€193,000",for sale,2,84,Installed,0,0,0,0,2,0,As new
8936072,6000,Apartment,Apartment,"€210,000",for sale,2,91,Installed,0,0,0,0,2,0,As new
8936071,6000,Apartment,Apartment,"€168,000",for sale,1,58,Installed,0,0,0,0,2,0,As new
8936070,6032,Apartment,Apartment,"€168,000",for sale,1,58,Installed,0,0,0,0,2,0,As new
8936069,6032,Apartment,Apartment,"€210,000",for sale,2,91,Installed,0,0,0,0,2,0,As new
8936068,6032,Apartment,Apartment,"€193,000",for sale,2,84,Installed,0,0,0,0,2,0,As new
8902173,4820,Apartment,Apartment,"€62,000",for sale,2,64,Semi equipped,0,0,0,0,0,0,Good
8902174,4820,Apartment,Apartment,"€57,000",for sale,1,32,Semi equipped,0,0,0,0,0,0,Good
8902449,4820,Apartment,Apartment,"€70,000",for sale,2,68,Semi equipped,0,0,0,0,0,0,Good
8902211,4820,Apartment,Apartment,"€64,000",for sale,2,68,Semi equipped,0,0,0,0,0,0,Good
8936061,1090,Apartment,Apartment,"€205,000",for sale,4,110,0,0,0,0,0,0,0,To be done up
8387332,1080,Apartment,Apartment,"€175,000",for sale,1,100,0,0,0,0,0,0,0,0
8936055,1080,Apartment,Apartment,"€289,000",for sale,4,165,Installed,0,0,0,0,0,0,0
8754253,1080,Apartment,Apartment,"€289,000",for sale,4,165,Installed,0,0,0,0,0,0,0
8902019,5500,Apartment,Apartment,"€159,000",for sale,2,90,0,0,0,0,0,0,0,0
8936044,2100,Apartment,Apartment,"€159,000",for sale,2,75,0,0,0,0,0,0,0,0
8936043,2100,Apartment,Apartment,"€275,000",for sale,2,75,0,0,0,0,Yes,0,0,0
8639394,8670,Apartment,Apartment,"€450,000",for sale,2,136,USA hyper equipped,0,0,0,0,0,0,As new
8871523,6060,Apartment,Apartment,"€135,000",for sale,2,85,Installed,0,0,0,0,2,0,As new
8935982,4100,Apartment,Apartment,"€219,000",for sale,2,123,Hyper equipped,0,0,0,80,0,0,0
8725604,4500,Apartment,Apartment,"€199,000",for sale,2,77,Semi equipped,0,0,0,0,0,0,Just renovated
8935929,8420,Apartment,Apartment,"€285,000",for sale,2,0,USA hyper equipped,0,0,0,0,0,0,As new
8935923,3700,Apartment,Apartment,"€335,000",for sale,3,100,Installed,0,0,0,0,0,0,As new
8935922,3700,Apartment,Apartment,"€335,000",for sale,3,100,Installed,0,0,0,0,0,0,As new
8935919,1050,Apartment,Apartment,"€195,000",for sale,1,57,Installed,0,0,0,0,0,0,0
8935916,1000,Apartment,Apartment,"€195,000",for sale,1,57,Installed,0,0,0,0,0,0,0
8935906,9470,Apartment,Apartment,"€165,000",for sale,1,96,USA hyper equipped,0,0,0,0,0,0,Good
8935905,2940,Apartment,Apartment,"€285,000",for sale,2,130,Installed,0,0,0,0,0,0,As new
8935890,9900,Apartment,Apartment,"€229,000",for sale,2,86,Hyper equipped,0,0,0,0,2,0,Good
8935868,1060,Apartment,Apartment,"€630,000",for sale,3,144,USA hyper equipped,0,0,0,0,0,0,As new
8935848,1070,Apartment,Apartment,"€220,000",for sale,1,74,Installed,0,0,0,0,2,0,0
8935844,1030,Apartment,Apartment,"€205,000",for sale,2,86,0,0,0,0,0,2,0,To renovate
8935842,2170,Apartment,Apartment,"€165,000",for sale,2,65,0,0,0,0,0,0,0,To be done up
8935836,3300,Apartment,Apartment,"€145,000",for sale,2,60,Semi equipped,0,0,0,0,4,0,To be done up
8935835,3300,Apartment,Apartment,"€198,000",for sale,2,80,Installed,0,0,0,0,0,0,Good
8935823,1435,Apartment,Apartment,"€194,000",for sale,1,62,USA installed,0,0,0,0,0,0,0
8935822,1435,Apartment,Apartment,"€253,000",for sale,2,88,USA installed,0,0,0,0,0,0,0
8935819,4000,Apartment,Apartment,"€465,000",for sale,3,190,Installed,0,0,0,0,2,0,As new
8935815,6220,Apartment,Apartment,"€159,000",for sale,1,75,Hyper equipped,0,0,0,0,4,0,As new
8935814,6220,Apartment,Apartment,"€229,000",for sale,3,130,Hyper equipped,0,0,0,0,4,0,As new
8935811,4000,Apartment,Apartment,"€325,000",for sale,3,156,Installed,0,0,0,0,0,0,Good
8935810,4000,Apartment,Apartment,"€195,000",for sale,1,100,Installed,0,0,0,0,0,0,Good
8935787,2360,Apartment,Apartment,"€219,000",for sale,2,90,0,0,0,0,0,2,0,0
8935779,1050,Apartment,Apartment,"€390,000",for sale,2,80,Hyper equipped,0,0,0,0,0,0,Just renovated
8935778,2600,Apartment,Apartment,"€249,500",for sale,2,85,Installed,0,0,0,0,0,0,Just renovated
8935769,8340,Apartment,Apartment,"€120,000",for sale,2,66,0,0,0,0,0,0,0,Good
8935768,8340,Apartment,Apartment,"€299,900",for sale,3,166,0,0,0,0,0,0,0,Good
8935764,8300,Apartment,Apartment,"€990,000",for sale,2,98,Hyper equipped,0,0,0,0,0,0,As new
8935757,2300,Apartment,Apartment,"€165,000",for sale,2,106,0,0,0,0,0,3,0,0
8912399,2300,Apartment,Apartment,"€149,000",for sale,2,107,Semi equipped,0,0,0,0,2,0,Good
8756357,8300,Apartment,Apartment,"€990,000",for sale,2,98,0,0,0,0,0,0,0,0
8935732,2230,Apartment,Apartment,"€310,000",for sale,2,144,Hyper equipped,0,0,0,0,4,0,As new
8935707,1170,Apartment,Apartment,"€350,000",for sale,3,92,Installed,0,0,0,0,4,0,Good
8935705,2060,Apartment,Apartment,"€207,500",for sale,1,0,Hyper equipped,0,0,7,0,0,0,0
8888507,8370,Apartment,Apartment,"€99,000",for sale,1,55,Installed,0,0,0,0,0,0,Just renovated
8935666,2000,Apartment,Apartment,"€288,000",for sale,2,106,Installed,0,0,0,0,0,0,As new
8935665,2020,Apartment,Apartment,"€258,000",for sale,2,101,Installed,0,0,0,0,0,0,As new
8935664,2018,Apartment,Apartment,"€258,000",for sale,2,101,Installed,0,0,0,0,0,0,As new
8876338,8430,Apartment,Apartment,"€230,000",for sale,2,0,0,0,0,0,0,0,0,0
8935619,8380,Apartment,Apartment,"€195,000",for sale,1,0,Installed,0,0,0,0,0,0,0
8935579,2060,Apartment,Apartment,"€260,000",for sale,2,0,0,0,0,0,0,0,0,0
8935578,2060,Apartment,Apartment,"€260,000",for sale,2,0,0,0,0,0,0,0,0,0
8935556,8800,Apartment,Apartment,"€269,000",for sale,2,90,Installed,0,0,0,0,0,0,0
8935547,9630,Apartment,Apartment,"€264,000",for sale,3,114,0,0,0,0,0,0,0,0
8935546,9630,Apartment,Apartment,"€250,850",for sale,2,95,0,0,0,0,0,0,0,0
8935545,9630,Apartment,Apartment,"€319,400",for sale,3,152,0,0,0,0,0,0,0,0
8935538,9060,Apartment,Apartment,"€125,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8935535,7783,Apartment,Apartment,"€139,000",for sale,2,207,0,0,0,0,0,0,0,0
8935529,9000,Apartment,Apartment,"€365,000",for sale,2,101,Installed,0,0,0,0,0,0,0
8935519,9470,Apartment,Apartment,"€189,000",for sale,2,0,Installed,0,0,0,0,0,0,As new
8935516,1080,Apartment,Apartment,"€210,000",for sale,3,117,0,0,0,0,0,0,0,0
8935503,8300,Apartment,Apartment,"€474,000",for sale,2,70,0,0,0,0,0,0,0,As new
8935483,3460,Apartment,Apartment,"€260,000",for sale,2,103,Installed,0,0,0,0,0,0,0
8935482,3460,Apartment,Apartment,"€194,000",for sale,1,70,Installed,0,0,0,0,0,0,0
8935481,3460,Apartment,Apartment,"€230,000",for sale,2,91,Installed,0,0,0,0,0,0,0
8893771,9800,Apartment,Apartment,"€349,700",for sale,2,93,0,0,0,0,0,0,0,As new
8935450,8660,Apartment,Apartment,"€135,000",for sale,1,0,0,0,0,0,0,0,0,0
8935433,8620,Apartment,Apartment,"€184,500",for sale,1,46,0,0,0,0,Yes,0,0,0
8935431,8670,Apartment,Apartment,"€198,000",for sale,2,72,0,0,0,0,0,0,0,0
8918044,8793,Apartment,Apartment,"€150,000",for sale,2,91,0,0,0,0,0,0,0,0
8918041,8791,Apartment,Apartment,"€270,000",for sale,2,103,0,0,0,0,0,0,0,0
8935426,8530,Apartment,Apartment,"€299,000",for sale,2,0,USA installed,0,0,0,0,0,0,0
8935425,2000,Apartment,Apartment,"€1,950,000",for sale,5,0,0,0,0,0,0,0,0,0
8935422,8000,Apartment,Apartment,"€215,000",for sale,1,58,Installed,0,0,0,Yes,0,0,0
8935415,2150,Apartment,Apartment,"€190,000",for sale,2,70,Installed,0,0,0,0,0,0,Just renovated
