Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8755454,2800,House,House,"€295,000",for sale,3,172,Installed,0,0,0,Yes,0,0,To be done up
8925349,6110,House,House,"€367,827",for sale,3,0,0,0,0,0,0,0,0,0
8925348,5190,House,House,"€322,397",for sale,4,0,0,0,0,0,0,0,0,0
8925347,1370,House,House,"€366,521",for sale,3,0,0,0,0,0,0,0,0,0
8925331,9660,House,House,"€255,638",for sale,3,0,0,0,0,0,Yes,0,0,0
8793046,9700,House,House,"€260,000",for sale,4,197,0,0,0,0,Yes,3,0,To renovate
8917868,8800,House,House,"€180,000",for sale,4,0,0,0,0,0,0,0,0,0
8925316,9500,House,House,"€229,000",for sale,3,0,Installed,0,0,0,0,2,0,0
8925285,9000,House,House,"€695,000",for sale,4,222,0,0,0,0,Yes,0,0,0
8925284,9800,House,House,"€675,000",for sale,5,285,0,0,0,0,0,0,0,0
8925278,5140,House,House,"€279,000",for sale,3,228,Installed,0,0,0,0,2,0,0
8925268,9800,House,House,"€208,500",for sale,3,100,0,0,0,0,0,2,0,0
8925261,6997,House,House,"€169,000",for sale,2,87,0,0,0,0,0,4,0,0
8925246,9190,House,House,"€369,000",for sale,2,0,Installed,0,0,0,0,3,0,0
8925245,3740,House,House,"€169,000",for sale,2,119,Semi equipped,0,0,0,0,0,0,Good
8925237,7700,House,House,"€159,900",for sale,4,140,Installed,0,0,0,0,0,0,As new
8925234,8460,House,House,"€300,000",for sale,4,0,0,0,0,0,0,0,0,Good
8925231,1470,House,House,"€199,000",for sale,3,190,0,0,0,0,0,0,0,0
8925223,9200,House,House,"€220,000",for sale,4,229,0,0,0,0,Yes,2,0,To be done up
8925219,4100,House,House,"€225,000",for sale,5,170,0,0,0,0,0,3,0,Just renovated
8925213,9100,House,House,"€179,000",for sale,3,120,Installed,0,0,0,0,0,0,Good
8710872,9120,House,House,"€270,000",for sale,3,188,Installed,0,0,0,Yes,0,0,Good
8925197,2900,House,House,"€345,000",for sale,3,205,Installed,0,0,0,0,0,0,Good
8688768,2550,House,House,"€255,000",for sale,4,117,Installed,0,0,0,0,0,0,0
8814017,6900,House,House,"€179,000",for sale,3,255,Semi equipped,0,0,0,567,3,0,To be done up
8925172,7700,House,House,"€225,000",for sale,3,126,Installed,0,0,0,Yes,2,0,Just renovated
8925170,8978,House,House,"€113,650",for sale,2,102,Installed,0,0,0,0,3,0,Good
8925168,8560,House,House,"€180,000",for sale,2,249,Installed,0,0,0,Yes,2,0,Good
8925166,8020,House,House,"€436,000",for sale,4,185,Installed,0,0,0,0,0,0,Good
8796249,8520,House,House,"€219,000",for sale,2,108,0,0,0,0,Yes,3,0,Good
8925165,3630,House,House,"€299,000",for sale,5,225,Installed,0,0,0,Yes,3,0,Good
8925149,9620,House,House,"€260,000",for sale,3,0,Installed,0,0,0,Yes,2,0,Good
8755159,8400,House,House,"€215,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8925138,8490,House,House,"€269,000",for sale,4,144,0,0,0,0,Yes,4,0,Good
8925059,4102,House,House,"€269,000",for sale,3,149,0,0,0,0,Yes,3,0,As new
8925105,3001,House,House,"€795,000",for sale,8,396,0,0,0,0,0,0,0,To renovate
8925103,9400,House,House,"€455,000",for sale,3,0,Installed,0,0,0,0,0,0,As new
8925094,8310,House,House,"€249,500",for sale,2,0,0,0,0,0,0,0,0,0
8925093,8020,House,House,"€349,000",for sale,2,125,0,0,0,0,0,0,0,0
8925091,8432,House,House,"€169,000",for sale,1,100,0,0,0,0,Yes,3,0,To renovate
8925078,9960,House,House,"€175,000",for sale,2,110,0,0,0,0,110,0,0,To be done up
8925072,3806,House,House,"€245,000",for sale,3,0,0,0,0,0,0,0,0,0
8664613,3450,House,House,"€290,000",for sale,3,0,0,0,0,0,0,4,0,0
8925063,3090,House,House,"€485,000",for sale,2,331,Semi equipped,0,0,0,0,4,0,Good
8925062,1800,House,House,"€230,000",for sale,2,75,Semi equipped,0,0,0,0,0,0,To be done up
8925061,3560,House,House,"€180,000",for sale,3,95,Semi equipped,0,0,0,0,3,0,To be done up
8857189,1880,House,House,"€520,000",for sale,3,230,Semi equipped,0,0,0,Yes,4,0,Good
8925057,7760,House,House,"€145,000",for sale,4,0,0,0,0,0,0,2,0,To be done up
8925056,7640,House,House,"€109,000",for sale,2,0,0,0,0,0,0,2,0,To restore
8925047,2640,House,House,"€445,000",for sale,4,223,Installed,0,0,0,Yes,3,0,Good
8925046,4671,House,House,"€345,000",for sale,3,120,Installed,0,0,Yes,600,4,0,As new
8925028,3300,House,House,"€210,000",for sale,3,150,0,0,0,0,0,3,0,0
8924993,9000,House,House,"€660,000",for sale,3,182,Hyper equipped,0,0,15,12,2,0,As new
8925044,4210,House,House,"€225,000",for sale,5,170,Semi equipped,0,0,0,Yes,3,0,To renovate
8925016,4420,House,House,"€248,000",for sale,4,175,Hyper equipped,0,0,26,280,0,0,Just renovated
8925026,1400,House,House,"€315,000",for sale,5,300,0,0,0,0,500,0,0,0
8925025,1470,House,House,"€320,000",for sale,4,238,0,0,0,0,350,0,0,0
8925021,4050,House,House,"€120,000",for sale,3,113,Semi equipped,0,0,0,0,0,0,To renovate
8818274,5560,House,House,"€125,000",for sale,4,111,0,0,0,0,0,0,0,0
8925006,9820,House,House,"€389,000",for sale,2,143,0,0,0,10,Yes,0,0,Good
8925015,7160,House,House,"€135,000",for sale,2,146,Semi equipped,0,0,0,0,0,0,Just renovated
8925010,9000,House,House,"€345,000",for sale,3,144,Installed,0,0,0,40,0,0,As new
8924992,9120,House,House,"€238,000",for sale,2,100,Installed,0,0,Yes,Yes,1,0,Just renovated
8925003,2140,House,House,"€345,000",for sale,4,150,Installed,0,0,0,0,0,0,Good
8925000,3380,House,House,"€225,000",for sale,3,140,Installed,0,0,0,830,4,0,To be done up
8924989,6044,House,House,"€145,000",for sale,3,165,0,0,0,0,0,3,0,To be done up
8924974,4031,House,House,"€149,000",for sale,3,120,Semi equipped,0,0,0,0,0,0,0
8924960,7320,House,House,"€145,000",for sale,2,128,Installed,0,0,0,0,0,0,Good
8924948,8377,House,House,"€220,000",for sale,3,170,0,0,0,0,0,0,0,To renovate
8924956,2590,House,House,No reserve price,for sale,4,0,0,0,0,0,0,3,0,0
8924955,2590,House,House,No reserve price,for sale,4,0,0,0,0,0,0,3,0,0
8784243,2020,House,House,"€259,000",for sale,4,192,0,0,0,0,120,0,0,Just renovated
8924946,5140,House,House,"Reserve price : €130,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8924945,4540,House,House,"Reserve price : €55,000",for sale,3,98,0,0,0,0,0,0,0,To renovate
8924925,2260,House,House,"€329,000",for sale,3,169,Hyper equipped,0,0,0,Yes,3,0,As new
8924935,2431,House,House,"Reserve price : €140,000",for sale,2,0,Installed,0,0,0,0,3,0,0
8792601,1190,House,House,"€519,000",for sale,6,252,Not installed,0,0,0,0,2,0,0
8924919,2920,House,House,"€249,000",for sale,3,125,Installed,0,0,0,0,0,0,Just renovated
8924904,1400,House,House,"€285,000",for sale,4,115,Semi equipped,0,0,0,0,0,0,To be done up
8924900,4860,House,House,"€229,000",for sale,4,117,Installed,0,0,15,60,3,0,Just renovated
8924896,2100,House,House,"€210,000",for sale,3,140,0,0,0,0,0,0,0,0
8924901,6760,House,House,"€120,000",for sale,2,0,0,0,0,0,0,2,0,To renovate
8924892,4802,House,House,"€230,000",for sale,6,188,0,0,0,0,0,0,0,To be done up
8924891,9402,House,House,"€215,000",for sale,3,123,Semi equipped,0,0,0,Yes,0,0,Good
8924889,7090,House,House,"€300,000",for sale,3,125,Semi equipped,0,0,0,0,0,0,Good
8924887,9600,House,House,"€170,000",for sale,2,0,0,0,0,0,0,0,0,0
8924883,4000,House,House,"€127,000",for sale,2,129,Installed,0,0,0,0,0,0,0
8924878,8670,House,House,"€295,000",for sale,5,202,0,0,0,0,0,3,0,0
8924858,9160,House,House,"€395,000",for sale,2,130,Installed,0,0,36,463,4,0,Just renovated
8893049,9500,House,House,"€159,000",for sale,2,134,0,0,0,0,0,3,0,Good
8848985,9400,House,House,"€175,000",for sale,3,110,Semi equipped,0,0,0,0,0,0,To be done up
8924847,5570,House,House,"€99,000",for sale,2,180,0,0,0,0,0,0,0,0
8924862,4700,House,House,No reserve price,for sale,4,0,0,0,0,0,0,0,0,To renovate
8887706,4820,House,House,"€370,000",for sale,4,174,Installed,0,0,19,735,4,0,Good
8924856,7750,House,House,"€850,000",for sale,4,525,Installed,0,0,0,11000,4,0,0
8769360,8930,House,House,"€320,000",for sale,5,460,Installed,0,0,0,200,2,0,0
8924840,8908,House,House,"€478,900",for sale,3,253,0,0,0,0,0,0,0,0
8924839,8760,House,House,"€249,000",for sale,3,0,0,0,0,0,0,0,0,0
8924838,8800,House,House,"€162,900",for sale,4,0,0,0,0,0,0,0,0,0
8924836,8400,House,House,"€250,000",for sale,4,243,0,0,0,0,0,2,0,0
8924835,6740,House,House,"€330,000",for sale,3,196,Not installed,0,0,0,Yes,0,0,0
8924819,1495,House,House,"€50,000 + €1,375/month",for sale,3,198,Installed,0,0,0,0,3,0,To be done up
8924816,2300,House,House,"€298,000",for sale,3,0,Installed,0,0,0,0,2,0,0
8924810,1460,House,House,"€310,000",for sale,3,237,Hyper equipped,0,0,70,30,3,0,As new
8924811,2800,House,House,"€235,000",for sale,4,150,Semi equipped,0,0,Yes,0,0,0,0
8924795,7950,House,House,"€145,000",for sale,2,0,0,0,0,0,0,0,0,Good
8924794,7800,House,House,"€285,000",for sale,4,0,Installed,0,0,0,Yes,0,0,Good
8924781,5590,House,House,"€180,000",for sale,3,112,Semi equipped,0,0,0,0,0,0,To renovate
8924783,8400,House,House,"€359,000",for sale,4,201,Installed,0,0,0,0,0,0,0
8924775,9111,House,House,"€270,000",for sale,2,0,Installed,0,0,0,0,0,0,As new
8924774,2170,House,House,"€210,000",for sale,3,0,0,0,0,0,0,0,0,To be done up
8924771,1420,House,House,"Reserve price : €99,000",for sale,3,100,0,0,0,0,0,0,0,To restore
8924770,7012,House,House,"€182,000",for sale,4,0,Installed,0,0,0,0,4,0,As new
8924761,5580,House,House,"€425,000",for sale,4,780,Installed,0,0,0,Yes,0,0,Good
8924758,7711,House,House,"€145,000",for sale,2,124,0,0,0,0,0,0,0,Good
8924757,6670,House,House,"Reserve price : €35,000",for sale,4,0,0,0,0,0,0,0,0,To renovate
8924756,5060,House,House,"Reserve price : €40,000",for sale,2,0,Installed,0,0,0,114,0,0,0
8924754,6140,House,House,"€80,000",for sale,2,107,Not installed,0,0,0,200,0,0,To be done up
8924751,4030,House,House,"€154,000",for sale,2,105,Installed,0,0,0,0,0,0,0
8924737,8800,House,House,"€750,000",for sale,5,486,Installed,0,0,0,1000,0,0,As new
8924723,1370,House,House,"€240,000",for sale,8,85,Installed,0,0,0,0,4,0,As new
8924720,4730,House,House,"€445,000",for sale,3,106,Hyper equipped,0,0,0,Yes,4,0,0
8924719,4350,House,House,"€279,000",for sale,3,140,Installed,0,0,0,Yes,4,0,As new
8924711,2340,House,House,"€475,000",for sale,4,299,Hyper equipped,0,0,0,0,0,0,0
8924702,1430,House,House,"€260,000",for sale,3,150,Semi equipped,0,0,0,0,0,0,Good
8850669,8900,House,House,"€185,000",for sale,3,0,Installed,0,0,Yes,0,0,0,0
8924682,6542,House,House,"€155,000",for sale,3,93,0,0,0,0,0,3,0,0
8924680,8000,House,House,"€365,000",for sale,3,0,Installed,0,0,0,0,4,0,As new
8924679,7110,House,House,"Reserve price : €375,000",for sale,4,180,Installed,0,0,0,0,0,0,0
8924668,9130,House,House,"€229,000",for sale,3,115,Hyper equipped,0,0,0,0,0,0,Just renovated
8924665,2610,House,House,"€949,000",for sale,3,350,Hyper equipped,0,0,0,0,0,0,0
8924664,2018,House,House,"€769,000",for sale,5,250,Installed,0,0,0,0,0,0,0
8924655,6820,House,House,"€110,000",for sale,3,0,0,0,0,0,0,0,0,To be done up
8924648,6061,House,House,"€120,000",for sale,3,0,0,0,0,0,0,0,0,Good
8924630,1410,House,House,"€599,000",for sale,4,180,0,0,0,0,510,4,0,Just renovated
8924609,7110,House,House,"€155,000",for sale,3,0,0,0,0,0,0,0,0,0
8924605,2530,House,House,"€239,000",for sale,3,120,Semi equipped,0,0,0,45,0,0,To renovate
8924602,4480,House,House,"€235,000",for sale,2,120,Installed,0,0,0,0,0,0,As new
8924598,4000,House,House,"€110,000",for sale,3,141,0,0,0,0,0,0,0,To renovate
8924597,3360,House,House,"€245,000",for sale,3,0,0,0,0,0,0,4,0,0
8877546,6010,House,House,"€80,000",for sale,2,107,0,0,0,0,0,0,0,0
8924596,5650,House,House,"€98,000",for sale,3,0,0,0,0,0,0,0,0,0
8616704,6823,House,House,"€95,000",for sale,3,160,0,0,0,0,0,0,0,0
8924588,1730,House,House,"€307,500",for sale,3,136,0,0,0,0,0,2,0,0
8924574,8450,House,House,"€339,000",for sale,3,150,Installed,0,0,0,Yes,0,0,As new
8924575,7390,House,House,"€165,000",for sale,2,110,Installed,0,0,0,0,0,0,0
8924573,1730,House,House,"€342,000",for sale,3,136,Not installed,0,0,0,0,3,0,As new
8924567,1730,House,House,"€342,000",for sale,3,136,0,0,0,0,0,3,0,As new
8924563,8780,House,House,"€649,000",for sale,6,441,0,0,0,0,0,0,0,0
8924561,8930,House,House,"€175,000",for sale,4,0,0,0,0,0,Yes,2,0,To be done up
8924549,8200,House,House,"€349,000",for sale,5,191,Hyper equipped,0,0,Yes,44,4,0,As new
8924543,6230,House,House,"€275,000",for sale,3,153,0,0,0,0,0,0,0,Good
8429892,6820,House,House,"€75,000",for sale,3,173,0,0,0,0,0,0,0,To renovate
8924539,7800,House,House,"€3,200,000",for sale,5,800,Installed,0,0,0,30000,4,0,0
8924538,6001,House,House,"€325,000",for sale,4,215,Hyper equipped,0,0,15,500,3,0,As new
8924534,8000,House,House,"€349,000",for sale,5,191,Hyper equipped,0,0,0,44,3,0,As new
8924526,8560,House,House,"€295,000",for sale,5,322,0,0,0,0,0,2,0,Good
8924521,8900,House,House,"€215,000",for sale,1,0,Semi equipped,0,0,0,0,4,0,To renovate
8924517,1640,House,House,"€1,475,000",for sale,7,500,0,0,0,0,0,4,0,0
8924512,6220,House,House,"€225,000",for sale,3,115,Semi equipped,0,0,0,Yes,4,0,Good
8924483,1853,House,House,"€395,000",for sale,5,160,Installed,0,0,12,72,0,0,Just renovated
8924495,1640,House,House,"€585,000",for sale,6,225,USA installed,0,0,20,300,2,0,Good
8924502,8650,House,House,"€389,000",for sale,4,320,Installed,0,0,Yes,0,0,0,0
8924494,7600,House,House,"€130,000",for sale,3,95,Installed,0,0,0,122,0,0,0
8924490,7700,House,House,"€185,000",for sale,3,175,Semi equipped,0,0,0,200,0,0,Good
8868914,7700,House,House,"€209,000",for sale,4,195,Installed,0,0,0,210,0,0,Just renovated
8924481,6970,House,House,"€380,000",for sale,4,0,Installed,0,0,0,Yes,4,0,As new
8924435,4530,House,House,"€250,000",for sale,2,165,0,0,0,Yes,0,0,0,0
8924463,5190,House,House,"€165,000",for sale,4,140,Not installed,0,0,0,150,3,0,To renovate
8924460,9930,House,House,"€398,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8924459,9900,House,House,"€295,000",for sale,2,140,Installed,0,0,0,0,2,0,0
8924442,7390,House,House,"€110,000",for sale,2,120,Not installed,0,0,Yes,0,3,0,To be done up
8924426,3550,House,House,"€185,000",for sale,3,146,Semi equipped,0,0,0,0,4,0,To renovate
8681507,3580,House,House,"€215,000",for sale,3,120,Semi equipped,0,0,0,0,4,0,Good
8924411,3360,House,House,"€399,000",for sale,3,140,Installed,0,0,Yes,Yes,0,0,0
8924334,2650,House,House,"€429,000",for sale,3,176,Installed,0,0,0,0,2,0,Just renovated
8910321,9971,House,House,"€437,000",for sale,3,236,Semi equipped,0,0,0,0,4,0,To renovate
8924403,7880,House,House,"€460,000",for sale,4,355,Semi equipped,0,0,0,0,4,0,Good
8924400,7500,House,House,"€137,000",for sale,4,0,0,0,0,0,0,0,0,0
8924399,7503,House,House,"€187,000",for sale,3,0,0,0,0,0,0,0,0,Just renovated
8924395,8434,House,House,"€150,000",for sale,2,58,Installed,0,0,0,0,3,0,Good
8798455,7520,House,House,"€269,000",for sale,5,0,0,0,0,0,0,3,0,0
8924392,2800,House,House,"€278,000",for sale,2,103,Installed,0,0,0,38,0,0,Just renovated
8924343,8620,House,House,"€288,000",for sale,3,135,Semi equipped,0,0,0,0,0,0,0
8924371,9500,House,House,"€225,000",for sale,3,185,Installed,0,0,0,0,0,0,As new
8924359,8610,House,House,"€274,666",for sale,3,0,Installed,0,0,0,0,3,0,0
8861814,2200,House,House,"€365,000",for sale,4,214,Installed,0,0,18,35,0,0,As new
8924353,4950,House,House,"€1,250,000",for sale,1,730,USA hyper equipped,0,0,0,0,4,0,As new
8736728,4950,House,House,"€495,000",for sale,6,399,0,0,0,0,0,4,0,0
8835580,4910,House,House,"€320,000",for sale,2,120,Installed,0,0,0,0,4,0,0
8821415,5000,House,House,"€645,000",for sale,9,170,0,0,0,0,0,0,0,Just renovated
8924342,7090,House,House,"€225,000",for sale,3,100,Not installed,0,0,0,30,0,0,0
8835905,5537,House,House,"€250,000",for sale,5,400,0,0,0,0,1698,4,0,To be done up
8924340,7971,House,House,"€135,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8924323,7830,House,House,"€550,000",for sale,7,260,Semi equipped,0,0,South East,Yes,4,0,Good
8924333,3120,House,House,"€170,000",for sale,1,95,Semi equipped,0,0,0,Yes,0,0,0
8924332,4960,House,House,"€279,000",for sale,4,170,Installed,0,0,Yes,0,1,0,0
8924329,2060,House,House,"€370,000",for sale,4,154,0,0,0,0,35,0,0,0
8924267,2650,House,House,"€480,000",for sale,3,150,Installed,0,0,0,0,0,0,As new
8924320,2230,House,House,"€145,000",for sale,2,87,Hyper equipped,0,0,0,0,0,0,0
8924312,6700,House,House,"Reserve price : €210,000",for sale,5,0,0,0,0,0,0,0,0,To renovate
8924310,2880,House,House,"€275,000",for sale,3,0,0,0,0,0,0,0,0,0
8924309,7080,House,House,"€135,000",for sale,3,0,Installed,0,0,0,0,0,0,To be done up
8924308,2480,House,House,"€283,000",for sale,3,0,0,0,0,0,0,0,0,As new
8924302,6530,House,House,"€270,000",for sale,3,125,Installed,0,0,0,1080,4,0,0
8924291,9185,House,House,"€330,000",for sale,3,150,0,0,0,0,Yes,3,0,Good
8840762,3580,House,House,"€139,000",for sale,1,135,0,0,0,0,0,0,0,To renovate
8924283,8460,House,House,"€120,000",for sale,2,0,0,0,0,0,0,3,0,To renovate
8820775,8552,House,House,"€395,000",for sale,2,222,Installed,0,0,0,0,3,0,As new
8852955,8400,House,House,"€229,000",for sale,2,157,0,0,0,0,0,0,0,Good
8924280,9800,House,House,"€545,000",for sale,3,261,0,0,0,0,Yes,4,0,Good
8497825,9090,House,House,"€399,000",for sale,3,258,0,0,0,0,Yes,2,0,Good
8796994,8400,House,House,"€199,000",for sale,2,0,Installed,0,0,0,0,0,0,Good
8652807,8800,House,House,"€176,500",for sale,3,197,Installed,0,0,0,0,0,0,Good
8924275,1390,House,House,"€470,000",for sale,3,190,Installed,0,0,0,0,4,0,0
8924274,1315,House,House,"€395,000",for sale,3,135,Installed,0,0,0,0,4,0,0
8924265,8730,House,House,"€409,000",for sale,3,218,0,0,0,0,Yes,0,0,0
8924241,8554,House,House,"€155,000",for sale,1,0,0,0,0,0,0,0,0,To renovate
8924240,6032,House,House,"€52,500",for sale,4,0,0,0,0,0,0,0,0,0
8924239,1730,House,House,"Reserve price : €353,000",for sale,2,0,Installed,0,0,0,0,0,0,0
8924238,4620,House,House,"Reserve price : €270,000",for sale,8,303,Installed,0,0,0,Yes,3,0,Good
8924236,9402,House,House,"€259,000",for sale,3,0,USA installed,0,0,0,170,2,0,As new
8924235,9400,House,House,"€259,000",for sale,3,0,USA installed,0,0,0,170,2,0,As new
8924227,2100,House,House,"€198,000",for sale,3,104,Installed,0,0,0,30,0,0,Just renovated
8924188,6983,House,House,"€115,000",for sale,4,141,Installed,0,0,0,229,3,0,Good
8924186,5020,House,House,"Reserve price : €100,000",for sale,3,0,0,0,0,0,0,0,0,0
8924185,7730,House,House,"Reserve price : €350,000",for sale,5,468,Installed,0,0,0,0,0,0,As new
8924175,4041,House,House,"€343,000",for sale,4,122,Installed,0,0,0,250,3,0,As new
8871861,2330,House,House,"€375,000",for sale,4,188,Installed,0,0,18,Yes,4,0,Good
8924160,6590,House,House,"€60,000",for sale,3,0,0,0,0,0,0,0,0,0
8924159,6010,House,House,"€95,000",for sale,3,0,0,0,0,0,0,0,0,0
8924156,7600,House,House,"€155,000",for sale,3,137,0,0,0,0,0,0,0,To be done up
8759447,8510,House,House,"€199,000",for sale,4,258,Installed,0,0,Yes,0,0,0,0
8924147,2980,House,House,"€50,000 + €1,775/month",for sale,3,0,Installed,0,0,0,0,4,0,Good
8924146,7340,House,House,"€115,000",for sale,3,0,0,0,0,0,0,0,0,0
8924145,7500,House,House,"€160,000",for sale,3,0,Installed,0,0,0,0,0,0,Good
8824911,7033,House,House,"€135,000",for sale,3,120,0,0,0,0,0,2,0,0
8924119,6596,House,House,"€190,000",for sale,5,0,0,0,0,0,0,0,0,0
8924118,8400,House,House,"Reserve price : €150,000",for sale,3,0,Installed,0,0,0,0,2,0,0
8924116,9400,House,House,"€170,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8924090,6767,House,House,"€285,000",for sale,3,175,Installed,0,0,Yes,1700,0,0,Good
8877136,8760,House,House,"€269,000",for sale,3,161,Hyper equipped,0,0,0,0,0,0,0
8924104,4020,House,House,"€160,000",for sale,3,187,0,0,0,0,0,0,0,0
8924102,4000,House,House,"€327,500",for sale,4,295,Installed,0,0,0,0,0,0,As new
8924096,1300,House,House,"€360,000",for sale,4,160,Installed,0,0,0,0,2,0,Good
8924093,3530,House,House,"€465,000",for sale,3,0,Hyper equipped,0,0,0,0,0,0,0
8924082,1770,House,House,"€249,000",for sale,3,115,Semi equipped,0,0,0,0,3,0,As new
8924078,9200,House,House,"€249,500",for sale,2,0,Installed,0,0,0,90,4,0,0
8924075,2180,House,House,"Reserve price : €133,000",for sale,2,0,0,0,0,0,0,2,0,0
8808976,6140,House,House,"€289,000",for sale,5,260,0,0,0,0,0,4,0,0
8924059,5530,House,House,"€189,000",for sale,3,110,Installed,0,0,0,0,0,0,0
8924056,8690,House,House,"Reserve price : €129,000",for sale,4,0,Installed,0,0,0,0,2,0,0
8924055,2660,House,House,"Reserve price : €68,000",for sale,2,0,0,0,0,0,0,0,0,0
8924052,2460,House,House,"Reserve price : €250,000",for sale,3,0,Installed,0,0,0,0,3,0,0
8924051,7100,House,House,"€169,000",for sale,3,145,Installed,0,0,0,78,2,0,Good
8924033,5660,House,House,"€95,000",for sale,4,0,0,0,0,0,0,0,0,0
8923973,8880,House,House,"€325,000",for sale,3,150,Hyper equipped,0,0,30,Yes,3,0,As new
8923971,9000,House,House,"Reserve price : €120,000",for sale,2,0,0,0,0,0,0,0,0,0
8923969,2350,House,House,"€365,000",for sale,3,168,Installed,0,0,0,Yes,4,0,Just renovated
8923966,6880,House,House,"€120,000",for sale,2,0,0,0,0,0,0,0,0,Just renovated
8851948,8200,House,House,"€320,000",for sale,4,0,Installed,0,0,0,0,4,0,Good
8923955,2260,House,House,"Reserve price : €300,000",for sale,3,0,Installed,0,0,0,0,4,0,0
8923954,3060,House,House,"Reserve price : €110,000",for sale,3,0,0,0,0,0,0,3,0,0
8923953,8660,House,House,"€165,000",for sale,4,0,0,0,0,0,0,0,0,0
8923952,7350,House,House,"€75,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8923933,4041,House,House,"€395,000",for sale,6,300,Hyper equipped,0,0,25,250,0,0,As new
8923945,8670,House,House,"€475,000",for sale,3,215,Hyper equipped,0,0,60,Yes,2,0,As new
8923930,3150,House,House,"Reserve price : €245,000",for sale,4,0,0,0,0,0,0,4,0,To renovate
8868081,6040,House,House,"€165,000",for sale,3,120,Installed,0,0,0,0,0,0,0
8923921,3583,House,House,"€277,500",for sale,3,175,0,0,0,0,0,0,0,0
8923906,5660,House,House,"€152,000",for sale,3,110,Hyper equipped,0,0,0,0,2,0,As new
8923918,5590,House,House,"€295,000",for sale,6,0,0,0,0,0,0,0,0,0
8923917,8560,House,House,"€279,000",for sale,3,0,Installed,0,0,0,0,3,0,0
8923916,9160,House,House,"Reserve price : €100,000",for sale,2,0,0,0,0,0,0,2,0,0
8904922,9667,House,House,"€349,000",for sale,3,200,Installed,0,0,22,350,3,0,As new
8921450,3140,House,House,"€415,000",for sale,3,200,Installed,0,0,Yes,450,4,0,Just renovated
8918089,2990,House,House,"€299,000",for sale,3,130,Semi equipped,0,0,0,0,0,0,To be done up
8923908,3053,House,House,"Reserve price : €175,000",for sale,2,0,Installed,0,0,0,0,3,0,0
8874818,1332,House,House,"€685,000",for sale,5,315,0,0,0,0,0,4,0,To renovate
8923895,9100,House,House,"Reserve price : €150,000",for sale,3,0,0,0,0,0,0,2,0,0
8923892,1430,House,House,"€320,000",for sale,3,132,USA hyper equipped,0,0,0,400,0,0,Good
8827292,4000,House,House,"€162,500",for sale,3,161,0,0,0,0,0,0,0,0
8923882,6040,House,House,"€220,000",for sale,3,210,Installed,0,0,0,200,2,0,As new
8806385,5620,House,House,"€170,000",for sale,4,235,Not installed,0,0,0,100,0,0,Just renovated
8923877,7120,House,House,"€139,000",for sale,3,118,0,0,0,0,0,0,0,As new
8923827,1180,House,House,"€2,195,000",for sale,5,470,0,0,0,0,0,4,0,0
8742968,7340,House,House,"€160,000",for sale,3,200,0,0,0,0,0,0,0,Good
8923825,1200,House,House,"€595,000",for sale,3,130,USA hyper equipped,0,0,0,0,3,0,As new
8923822,4121,House,House,"€550,000",for sale,4,0,Installed,0,0,0,5000,4,0,As new
8923819,6700,House,House,"€290,000",for sale,2,90,Not installed,0,0,0,0,4,0,To renovate
8923816,3700,House,House,"€89,000",for sale,2,84,Not installed,0,0,0,0,0,0,To renovate
8923812,9550,House,House,"€402,405",for sale,3,124,Hyper equipped,0,0,0,0,3,0,As new
8923811,9550,House,House,"€376,773",for sale,3,123,Hyper equipped,0,0,0,0,3,0,As new
8923810,9550,House,House,"€416,755",for sale,4,160,Hyper equipped,0,0,0,254,3,0,As new
8923809,9550,House,House,"€414,189",for sale,4,120,Hyper equipped,0,0,0,360,3,0,As new
8923795,7390,House,House,"€139,000",for sale,3,115,0,0,0,0,110,2,0,As new
8719410,6180,House,House,"€145,000",for sale,3,0,0,0,0,0,0,0,0,Good
8923778,2660,House,House,"€209,000",for sale,4,160,0,0,0,0,0,0,0,0
8923776,2660,House,House,"€259,000",for sale,4,0,0,0,0,0,0,0,0,0
8923771,2845,House,House,"€240,000",for sale,2,180,USA installed,0,0,0,0,0,0,0
8923767,7850,House,House,"€289,000",for sale,4,142,0,0,0,0,0,4,0,Good
8923758,1730,House,House,"€315,000",for sale,3,154,Hyper equipped,0,0,0,0,3,0,Just renovated
8923757,6840,House,House,"€225,000",for sale,2,170,Installed,0,0,0,357,2,0,Good
8923756,7700,House,House,"€132,000",for sale,2,131,Semi equipped,0,0,0,279,0,0,Good
8923755,7700,House,House,"€179,000",for sale,4,209,USA installed,0,0,0,140,2,0,Good
8923752,3290,House,House,"€434,000",for sale,3,160,Hyper equipped,0,0,0,0,4,0,As new
8923750,9230,House,House,"€199,500",for sale,3,100,0,0,0,0,0,2,0,As new
8923749,4100,House,House,"€119,900",for sale,4,134,0,0,0,0,0,0,0,To renovate
8923744,5650,House,House,"€155,000",for sale,3,145,Semi equipped,0,0,0,0,3,0,To be done up
